pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post
11;0.277777778;4;5;4.157575758;196;686;8.296969697;192;1369;1.545454545;5;255;18;1.052631579;5;20;0.444444444;1;8;6.368421053;25;121;0.555555556;1;10;19.10526316;241;363;2.315789474;26;44;1.490909091;8;246;122.0555556;472;2197;2.751515152;29;454;1
30;0.372093023;5;32;5.014734774;78;5105;6.949901768;99;7075;1.531434185;6;1559;86;2.345132743;26;265;0.011627907;1;1;8.115044248;36;917;0.988372093;1;85;2.026548673;85;229;0.89380531;12;101;1.066797642;6;1086;137.5930233;735;11833;2.325147348;21;2367;1
0;0;0;0;1.614457831;27;134;2.927710843;43;243;1.012048193;4;84;6;4.5;25;27;0.666666667;1;4;13.83333333;68;83;0.333333333;1;2;0;0;0;0;0;0;0.56626506;3;47;81;297;486;1.409638554;11;117;0
0;0;0;0;2.15;9;43;5.6;23;112;1.4;3;28;2;1;2;2;0.5;1;1;3;6;6;0.5;1;1;9.5;11;19;7;14;14;1.9;3;38;103.5;183;207;1.8;6;36;0
1;0;0;0;0;0;0;1.125;4;18;0.625;1;10;6;1.166666667;3;7;0.5;1;3;2.666666667;4;16;0.5;1;3;0;0;0;0;0;0;1.375;6;22;12.83333333;22;77;0.625;1;10;0
4;0.8;4;4;3.1875;20;204;5.875;21;376;1.1875;4;76;5;5.833333333;15;35;0.6;1;3;10.66666667;39;64;0.4;1;2;0.5;2;3;0;0;0;0.96875;4;62;121.8;425;609;1.671875;7;107;1
0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;2;4;5;8;0;0;0;0;0;0;0;0;0;0.375;2;3;9;10;18;0;0;0;0
0;0;0;0;0;0;0;0.238095238;4;5;0;0;0;6;0.166666667;1;1;1;1;6;3.5;7;21;0;0;0;0;0;0;0;0;0;0.714285714;4;15;8.5;12;51;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;6;6;6;0;0;0;0
3;0.666666667;2;8;6.198863636;75;1091;10.18181818;102;1792;1.846590909;8;325;12;3.058823529;32;52;0.25;1;3;9.529411765;64;162;0.75;1;9;1.117647059;9;19;0.823529412;13;14;1.102272727;5;194;202.8333333;1206;2434;2.823863636;18;497;1
1;7;7;7;4.885714286;23;171;7.714285714;32;270;1.857142857;6;65;1;11;11;11;0;0;0;27;27;27;1;1;1;5;5;5;1;1;1;0.6;2;21;414;414;414;2.514285714;9;88;0
2;0;0;0;3.388888889;27;305;9.911111111;57;892;1.811111111;6;163;12;3.533333333;18;53;0;0;0;4.2;17;63;1;1;12;2.533333333;27;38;1.8;16;27;1.655555556;7;149;213.1666667;1185;2558;2.744444444;13;247;0
1;0;0;0;1.4;6;7;2;9;10;1.2;2;6;1;1;1;1;0;0;0;5;5;5;1;1;1;0;0;0;0;0;0;1.4;3;7;35;35;35;1.6;4;8;0
2;1.153846154;7;15;3.626984127;58;457;7.761904762;106;978;1.484126984;5;187;13;2;10;30;0.153846154;1;2;7.133333333;29;107;0.846153846;1;11;1.866666667;7;28;1.266666667;8;19;0.968253968;7;122;108;312;1404;2.047619048;13;258;1
0;0.666666667;2;2;6.944444444;54;125;10.33333333;78;186;1.5;4;27;3;2.333333333;6;7;0;0;0;6;8;18;1;1;3;0;0;0;0;0;0;0.5;2;9;87;214;261;1.555555556;5;28;1
4;4.666666667;9;14;5.033333333;40;151;9.966666667;72;299;2;6;60;3;2.666666667;5;8;0;0;0;8.333333333;13;25;1;1;3;2;6;6;1.666666667;5;5;0.833333333;5;25;135.3333333;260;406;2.366666667;9;71;0
0;0.5;1;1;4.818181818;16;53;8.363636364;24;92;1.727272727;3;19;2;0;0;0;0;0;0;2;2;4;1;1;2;0.5;1;1;3.5;6;7;1.818181818;7;20;67.5;85;135;1.818181818;3;20;0
4;0;0;0;3.075;16;123;7.35;40;294;1.675;7;67;6;1.166666667;5;7;0.166666667;1;1;3.666666667;7;22;0.833333333;1;5;2.166666667;8;13;3;8;18;1.3;7;52;75.16666667;106;451;2.375;12;95;1
1;0;0;0;0;0;0;1.5;2;3;1;1;2;1;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;1;1;1;0;0;0;13;13;13;1;1;2;0
1;0.666666667;1;2;1.571428571;4;44;2.607142857;10;73;1.142857143;3;32;3;1;2;3;0.333333333;1;1;9.333333333;16;28;0.666666667;1;2;1;3;3;0;0;0;0.714285714;2;20;57.66666667;102;173;1.357142857;3;38;0
4;0.52;7;13;2.591346154;32;539;5.163461538;71;1074;1.1875;5;247;25;2.12;13;53;0.36;1;9;8.12;47;203;0.64;1;16;0.48;6;12;0.08;2;2;0.649038462;3;135;69.2;634;1730;1.774038462;26;369;0
8;0.5;3;3;6.304347826;30;435;9.057971014;35;625;1.753623188;6;121;6;2.888888889;14;26;0;0;0;6.333333333;30;57;1;1;6;0.333333333;2;3;1.222222222;9;11;0.855072464;5;59;151.1666667;438;907;2.550724638;10;176;1
0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;8;8;8;1;1;1;0
8;0.1;1;1;3.970149254;22;266;8.731343284;56;585;1.865671642;5;125;10;1.181818182;8;13;0.3;1;3;3.181818182;10;35;0.7;1;7;5.909090909;30;65;2.909090909;13;32;1.298507463;5;87;91;250;910;3.268656716;23;219;1
0;0.166666667;1;1;6.25;43;100;12.25;76;196;2.125;5;34;6;0.285714286;2;2;0;0;0;2.142857143;4;15;1;1;6;0.428571429;2;3;0.142857143;1;1;1.125;4;18;52;173;312;3.4375;19;55;0
3;0;0;0;13.33333333;49;120;20.44444444;68;184;2.666666667;5;24;1;2;4;4;0;0;0;1;1;2;1;1;1;18;36;36;3.5;7;7;1;2;9;261;261;261;5.555555556;17;50;0
11;2;6;12;6.604651163;44;568;11.63953488;65;1001;2.046511628;6;176;6;4.285714286;11;30;0;0;0;11.57142857;31;81;1;1;6;1;2;7;0.142857143;1;1;0.988372093;10;85;230.3333333;879;1382;3.011627907;20;259;1
0;0;0;0;3;9;18;5.333333333;16;32;1.5;2;9;3;0;0;0;0;0;0;1.666666667;3;5;1;1;3;0.666666667;2;2;0.333333333;1;1;1.5;2;9;21.33333333;39;64;2;5;12;0
1;0;0;0;0.218390805;9;19;0.712643678;26;62;0.218390805;3;19;13;0.153846154;2;2;0.923076923;1;12;5.769230769;21;75;0.076923077;1;1;2;15;26;0.923076923;12;12;0.666666667;4;58;19.69230769;112;256;0.264367816;5;23;0
0;0;0;0;1.908071749;72;851;3.98206278;197;1776;0.950672646;7;424;51;0.944444444;8;51;0.490196078;1;25;7.62962963;44;412;0.509803922;1;26;1.240740741;8;67;0.62962963;19;34;0.717488789;6;320;59.09803922;680;3014;1.49103139;32;665;1
3;0.052631579;1;1;3.742236025;133;1205;5.636645963;214;1815;1.220496894;6;393;19;5.894736842;30;112;0;0;0;16.89473684;66;321;1;1;19;2.894736842;30;55;0.052631579;1;1;0.695652174;4;224;144.7894737;850;2751;2.322981366;57;748;0
17;0.066666667;1;4;6.133333333;54;3220;10.85904762;86;5701;1.998095238;8;1049;60;1.731343284;7;116;0.066666667;1;4;6.28358209;35;421;0.933333333;1;56;2.268656716;40;152;1.537313433;32;103;0.986666667;6;518;125.35;724;7521;3.605714286;26;1893;1
0;0;0;0;10.36363636;63;342;24.45454545;149;807;2.696969697;5;89;3;3;6;9;0;0;0;11;23;33;1;1;3;0.333333333;1;1;0;0;0;1.484848485;5;49;317.3333333;588;952;4.303030303;13;142;0
5;0;0;0;2.838095238;22;298;4.838095238;28;508;1.476190476;5;155;9;4.9;11;49;0;0;0;10.5;22;105;1;1;9;0.5;3;5;0;0;0;0.657142857;4;69;95.22222222;161;857;2.161904762;13;227;0
10;0.055555556;1;1;4.945783133;38;821;10.73493976;110;1782;2.036144578;7;338;18;1.3;7;26;0;0;0;4.6;18;92;1;1;18;1.55;20;31;3.7;32;74;1.506024096;6;250;139.8888889;874;2518;3.301204819;28;548;1
0;0;0;0;3.088607595;28;244;6.481012658;57;512;1.64556962;6;130;7;1.785714286;4;25;0;0;0;5.642857143;14;79;1;1;7;0.571428571;5;8;0;0;0;0.987341772;5;78;114.2857143;442;800;2.46835443;15;195;1
0;0;0;0;3.948275862;32;229;7.431034483;43;431;1.810344828;8;105;5;4.8;12;24;0;0;0;11.6;25;58;1;1;5;0.6;2;3;0;0;0;0.672413793;4;39;124.6;280;623;2.74137931;13;159;0
1;0;0;0;0.755102041;5;37;1.265306122;7;62;0.551020408;2;27;15;0;0;0;0.933333333;1;14;2.066666667;8;31;0.066666667;1;1;0.4;5;6;1.2;18;18;1.12244898;5;55;14.06666667;112;211;0.734693878;3;36;1
1;0;0;0;1.818181818;27;80;4.818181818;84;212;1.045454545;6;46;13;0.666666667;4;10;0.538461538;1;7;2.933333333;11;44;0.461538462;1;6;0;0;0;0;0;0;1.022727273;5;45;29.46153846;226;383;1.818181818;20;80;1
8;0;0;0;10.48717949;42;409;20.46153846;64;798;2.384615385;5;93;12;2.066666667;6;31;0;0;0;2.533333333;9;38;1;1;12;0.133333333;2;2;0.066666667;1;1;1.230769231;5;48;88.16666667;172;1058;5.256410256;17;205;1
1;0;0;0;2.6;9;39;6.666666667;15;100;1.8;3;27;3;0.333333333;1;1;0.333333333;1;1;1.333333333;3;4;0.666666667;1;2;5.666666667;12;17;3.666666667;8;11;2.266666667;7;34;59.66666667;94;179;1.933333333;3;29;0
2;0.636363636;6;7;3.838235294;74;261;6.647058824;119;452;1.529411765;5;104;11;2.636363636;8;29;0;0;0;5.545454545;15;61;1;1;11;0.636363636;2;7;0.636363636;7;7;0.691176471;4;47;65.81818182;220;724;1.897058824;9;129;0
1;1.2;6;6;5.466666667;46;246;7.755555556;69;349;1.644444444;4;74;5;1.8;6;9;0;0;0;9;16;45;1;1;5;0.6;3;3;0;0;0;0.888888889;3;40;101.4;243;507;2.422222222;11;109;0
0;0;0;0;2.214285714;5;31;2.642857143;8;37;1.142857143;2;16;2;6.5;12;13;0.5;1;1;3;6;6;0.5;1;1;1;2;2;4;8;8;0.5;2;7;47.5;80;95;1.214285714;3;17;0
0;0;0;0;4.46031746;31;281;8.80952381;54;555;1.46031746;5;92;5;10.16666667;51;61;0.2;1;1;8.5;27;51;0.8;1;4;0.333333333;2;2;2;12;12;1.587301587;5;100;152.8;479;764;2.936507937;12;185;0
0;0.28;4;7;2.52734375;34;647;5.0859375;46;1302;1.25390625;4;321;25;3.16;9;79;0;0;0;9.8;30;245;1;1;25;3.84;24;96;0.28;6;7;0.71484375;4;183;88.36;314;2209;1.98828125;13;509;0
0;0;0;0;4.27027027;23;158;7.135135135;28;264;1.486486486;4;55;5;1.8;3;9;0;0;0;5;11;25;1;1;5;1.4;5;7;2.4;11;12;1.162162162;3;43;80;150;400;2.243243243;7;83;0
0;0;0;0;2.111111111;11;19;10;48;90;1.111111111;2;10;2;0;0;0;0;0;0;4.5;6;9;1;1;2;0;0;0;0;0;0;1;3;9;62.5;85;125;3.666666667;13;33;0
0;1.666666667;4;5;3.923076923;51;204;6.076923077;58;316;1.403846154;5;73;3;3.833333333;10;23;0;0;0;8.666666667;17;52;1;1;3;0.166666667;1;1;0;0;0;1.019230769;4;53;167.6666667;235;503;1.692307692;6;88;0
0;0.75;2;3;7.9375;25;381;9.729166667;36;467;1.9375;4;93;4;2.75;7;11;0;0;0;12;20;48;1;1;4;0;0;0;0;0;0;0.666666667;2;32;158.75;303;635;2.729166667;7;131;0
0;0.428571429;1;3;5.063829787;26;476;7.978723404;61;750;1.372340426;3;129;7;3.111111111;7;28;0;0;0;9.111111111;33;82;1;1;7;0.222222222;1;2;0.222222222;2;2;1.436170213;4;135;152.5714286;279;1068;2.223404255;14;209;0
0;0.5;3;3;6.79245283;39;360;9.867924528;86;523;1.283018868;4;68;6;0.166666667;1;1;0;0;0;3;18;18;1;1;6;2.166666667;10;13;5.833333333;10;35;2.150943396;6;114;117.6666667;251;706;2.566037736;20;136;0
0;0.4;2;2;2.529411765;18;86;4.117647059;21;140;0.852941176;2;29;5;1.4;7;7;0.6;1;3;6.2;19;31;0.4;1;2;0;0;0;0.2;1;1;0.676470588;2;23;46.6;193;233;1.705882353;7;58;0
0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;2;4.5;7;9;0;0;0;0;0;0;0;0;0;0.555555556;2;5;7.5;10;15;0;0;0;0
3;0.222222222;1;2;3.77027027;22;279;7.202702703;35;533;1.689189189;5;125;9;1.444444444;9;13;0.111111111;1;1;3.555555556;11;32;0.888888889;1;8;2.444444444;9;22;4;14;36;1.027027027;7;76;87;178;783;2.445945946;11;181;1
0;0;0;0;4.259259259;16;115;9.185185185;27;248;2;4;54;3;0.666666667;2;2;0.333333333;1;1;2;4;6;0.666666667;1;2;1;3;3;7;21;21;1.592592593;5;43;107.3333333;255;322;3.111111111;8;84;0
0;0.222222222;2;2;3.705882353;35;252;8.279411765;78;563;1.808823529;5;123;9;4.2;11;42;0;0;0;6.5;16;65;1;1;9;1.2;9;12;0.3;2;3;0.647058824;3;44;90.77777778;261;817;2.75;19;187;0
0;0;0;0;0.636363636;4;7;1.636363636;9;18;1.090909091;2;12;2;0;0;0;0;0;0;5;7;10;1;1;2;0.5;1;1;0.5;1;1;0.454545455;2;5;26.5;38;53;1.181818182;2;13;0
4;0.076923077;2;2;4.127777778;43;743;9.205555556;118;1657;1.883333333;9;339;26;3.785714286;20;106;0.076923077;1;2;6.071428571;28;170;0.923076923;1;24;1.035714286;9;29;0.321428571;7;9;0.894444444;4;161;91.42307692;419;2377;2.983333333;37;537;1
1;0;0;0;5.183333333;39;311;9.4;75;564;1.916666667;5;115;7;1.555555556;6;14;0.142857143;1;1;4.666666667;12;42;0.857142857;1;6;2.111111111;12;19;2;14;18;0.533333333;3;32;108;199;756;3.066666667;25;184;1
0;0;0;0;2.159090909;23;190;4.761363636;37;419;1.227272727;5;108;9;1.583333333;3;19;0.111111111;1;1;7.333333333;25;88;0.888888889;1;8;0.75;8;9;0;0;0;0.727272727;4;64;76.22222222;298;686;1.818181818;10;160;0
0;0;0;0;1.153846154;5;15;1.769230769;11;23;1.076923077;2;14;2;1;1;2;0;0;0;5.5;8;11;1;1;2;0;0;0;1;1;2;0.923076923;3;12;31;45;62;1.076923077;2;14;0
0;0.153846154;1;2;1.701298701;21;262;2.701298701;36;416;1.019480519;5;157;13;2.466666667;7;37;0.384615385;1;5;10.2;22;153;0.615384615;1;8;0.8;8;12;0.066666667;1;1;0.668831169;4;103;63.38461538;206;824;1.324675325;10;204;0
0;0.666666667;1;2;1.985714286;29;139;3.371428571;34;236;1.2;4;84;3;2;5;10;0.333333333;1;1;14;26;70;0.666666667;1;2;0;0;0;0;0;0;0.6;3;42;136.3333333;270;409;1.671428571;17;117;0
0;0;0;0;0.0625;1;1;0.6875;5;11;0.6875;1;11;6;0.333333333;2;2;0.333333333;1;2;2.666666667;4;16;0.666666667;1;4;0;0;0;0;0;0;1;4;16;10.16666667;23;61;0.75;2;12;0
0;1.523809524;10;32;3.480392157;35;1065;8.921568627;95;2730;1.5;8;459;21;4.071428571;15;114;0.047619048;1;1;10.85714286;43;304;0.952380952;1;20;1.25;8;35;0.071428571;1;2;1.218954248;6;373;175.2380952;716;3680;2.751633987;29;842;0
0;0;0;0;2.133333333;8;32;3.333333333;15;50;1.133333333;4;17;4;1;2;4;0;0;0;3.75;4;15;1;1;4;0;0;0;0;0;0;1.133333333;3;17;28.25;48;113;1.266666667;5;19;0
0;0;0;0;3.8;60;494;8.992307692;131;1169;1.669230769;6;217;12;2.5;9;35;0;0;0;7.285714286;31;102;1;1;12;1.071428571;3;15;2;24;28;1.776923077;6;231;136.1666667;451;1634;3.023076923;30;393;0
0;0;0;0;0.469387755;11;23;0.653061224;11;32;0.183673469;3;9;11;0;0;0;0.909090909;1;10;4.090909091;11;45;0.090909091;1;1;0;0;0;0.363636364;4;4;0.836734694;2;41;12.90909091;49;142;0.285714286;4;14;0
0;0.363636364;3;4;3.063583815;21;530;5.994219653;45;1037;1.473988439;5;255;11;2.9375;10;47;0;0;0;10.5;27;168;1;1;11;1;6;16;0.3125;3;5;0.780346821;4;135;147.9090909;313;1627;2.248554913;13;389;0
0;0;0;0;5.642857143;27;158;12.17857143;76;341;1.571428571;4;44;3;1.666666667;5;5;0;0;0;7.333333333;17;22;1;1;3;9;17;27;2;4;6;0.678571429;4;19;151;376;453;4.285714286;21;120;1
34;0.181818182;2;2;2.832402235;24;507;5.424581006;36;971;1.284916201;5;230;11;3.538461538;14;46;0;0;0;12.61538462;40;164;1;1;11;2.307692308;15;30;1;7;13;0.966480447;10;173;135.4545455;460;1490;2.625698324;13;470;1
28;0.529411765;6;9;2.96875;30;855;6.819444444;59;1964;1.604166667;6;462;17;4.263157895;13;81;0;0;0;14.36842105;49;273;1;1;17;1.736842105;12;33;0.473684211;4;9;0.90625;5;261;163;665;2771;2.892361111;24;833;1
41;0.727272727;5;8;4.168141593;34;942;7.792035398;52;1761;1.628318584;7;368;11;2.583333333;10;31;0;0;0;17.66666667;72;212;1;1;11;3.583333333;13;43;1.166666667;6;14;1.163716814;4;263;217.8181818;834;2396;3.088495575;16;698;1
18;0.111111111;2;2;4.272030651;42;1115;6.685823755;67;1745;1.463601533;5;382;18;3.047619048;10;64;0;0;0;12.04761905;51;253;1;1;18;2.047619048;32;43;0.285714286;3;6;1.072796935;6;280;139.5555556;498;2512;2.605363985;18;680;1
33;0.192307692;2;5;3.875;33;1116;6.885416667;86;1983;1.541666667;6;444;26;2.153846154;13;56;0;0;0;8.269230769;87;215;1;1;26;4.615384615;77;120;2.807692308;16;73;1.038194444;4;299;113.4230769;861;2949;2.673611111;28;770;1
15;0.024390244;1;1;1.454751131;43;643;2.945701357;57;1302;0.823529412;5;364;41;0.88372093;7;38;0.658536585;1;27;8.860465116;46;381;0.341463415;1;14;1.790697674;35;77;1.418604651;55;61;0.735294118;5;325;54.29268293;559;2226;1.328054299;18;587;1
14;0;0;0;1;15;41;1.829268293;19;75;0.365853659;4;15;7;0.555555556;3;5;0.714285714;1;5;4.555555556;12;41;0.285714286;1;2;2.111111111;6;19;0;0;0;1.243902439;3;51;29;60;203;0.87804878;8;36;0
5;0;0;0;0.238636364;5;21;1.340909091;17;118;0.659090909;3;58;11;0.181818182;1;2;0.545454545;1;6;7.909090909;33;87;0.454545455;1;5;0.909090909;10;10;0.090909091;1;1;0.693181818;3;61;27.27272727;112;300;0.875;9;77;1
9;0;0;0;0.145833333;6;7;1.583333333;11;76;0.354166667;3;17;10;0.285714286;3;4;0.6;1;6;3.428571429;16;48;0.4;1;4;0.214285714;1;3;0;0;0;1.3125;4;63;15.8;58;158;0.416666667;4;20;1
0;0;0;0;0;0;0;4.533333333;20;136;0.033333333;1;1;3;0;0;0;0.666666667;1;2;10;26;30;0.333333333;1;1;0;0;0;0;0;0;1.1;2;33;14.33333333;31;43;0.033333333;1;1;0
32;0.592592593;8;16;4.948356808;120;1054;8.713615023;125;1856;1.873239437;5;399;27;1.290322581;8;40;0.111111111;1;3;5.258064516;23;163;0.888888889;1;24;5.290322581;84;164;1.612903226;29;50;1.061032864;5;226;105.9259259;622;2860;2.816901408;29;600;1
7;0.151162791;2;13;3.089244851;38;1350;4.411899314;48;1928;1.514874142;7;662;86;0.730337079;7;65;0;0;0;4.820224719;25;429;1;1;86;0.04494382;2;4;0.08988764;5;8;0.766590389;5;335;43.59302326;184;3749;1.748283753;14;764;1
31;0.709677419;6;22;4.630081301;56;2278;6.721544715;77;3307;1.756097561;6;864;31;2.775;19;111;0;0;0;11.975;96;479;1.032258065;2;32;0.925;13;37;0.2;3;8;0.666666667;4;328;164.6129032;948;5103;2.239837398;17;1102;1
12;1.222222222;7;11;5.807228916;47;482;6.987951807;61;580;1.445783133;4;120;9;1.461538462;7;19;0.111111111;1;1;6.307692308;14;82;0.888888889;1;8;2.769230769;30;36;0.076923077;1;1;0.710843373;4;59;111.6666667;399;1005;1.662650602;9;138;1
12;0.307692308;3;8;4.363013699;57;637;7.232876712;81;1056;1.726027397;9;252;26;1.296296296;8;35;0;0;0;5.259259259;20;142;1;1;26;0.259259259;5;7;0.148148148;2;4;0.753424658;3;110;67.07692308;332;1744;2.301369863;12;336;1
1;0.363636364;1;4;6;16;114;10.21052632;22;194;2.368421053;5;45;11;0.454545455;2;5;0;0;0;1.636363636;4;18;1;1;11;0.181818182;1;2;0;0;0;1.684210526;5;32;37.27272727;70;410;2.684210526;9;51;0
8;0.3125;4;5;4.38;40;219;7.16;64;358;1.74;4;87;16;0.875;5;14;0.0625;1;1;2.9375;13;47;0.9375;1;15;0.4375;4;7;0.1875;1;3;0.7;2;35;37.9375;217;607;2;8;100;1
5;0.25;1;2;2.734375;33;175;4.625;44;296;1.640625;6;105;8;1.777777778;6;16;0.125;1;1;7;20;63;0.875;1;7;0.333333333;2;3;0.111111111;1;1;0.828125;3;53;65.625;200;525;1.90625;10;122;1
6;1.5;4;6;8.090909091;29;267;9.878787879;45;326;2.242424242;8;74;4;1;3;4;0;0;0;8;20;32;1;1;4;0.5;2;2;0;0;0;0.96969697;4;32;120.5;248;482;2.393939394;9;79;1
9;0.526315789;4;10;4.838541667;71;929;7.135416667;90;1370;1.875;8;360;19;2.956521739;24;68;0;0;0;8.217391304;37;189;1;1;19;0.304347826;2;7;0.086956522;1;2;0.848958333;4;163;112.5789474;672;2139;2.328125;21;447;1
7;1.166666667;3;7;4.307692308;33;280;7.338461538;49;477;1.846153846;6;120;6;1.875;7;15;0;0;0;8.125;23;65;1;1;6;0.5;2;4;0;0;0;0.784615385;3;51;129.5;226;777;2.261538462;9;147;1
41;0.9;6;9;5.479041916;29;915;9.215568862;57;1539;2.185628743;9;365;10;3.583333333;16;43;0;0;0;13.08333333;65;157;1;1;10;1.25;13;15;0.833333333;5;10;0.886227545;4;148;217.1;887;2171;3.167664671;20;529;1
6;0.282608696;5;13;5.395886889;87;2099;10.68637532;176;4157;1.732647815;9;674;46;2.066666667;26;124;0.195652174;1;9;6.416666667;70;385;0.804347826;1;37;1.15;11;69;0.066666667;2;4;0.910025707;5;354;129.0869565;1635;5938;2.609254499;34;1015;1
0;0;0;0;2.2;9;33;6.266666667;30;94;1.666666667;5;25;4;0;0;0;0;0;0;3.5;6;14;1;1;4;0.5;2;2;0.25;1;1;0.666666667;2;10;41.5;62;166;2.266666667;8;34;0
8;0.666666667;8;10;3.718446602;56;766;5.703883495;42;1175;1.665048544;6;343;15;3.105263158;27;59;0.066666667;1;1;10.78947368;72;205;0.933333333;1;14;0.526315789;7;10;0.052631579;1;1;0.67961165;4;140;128.5333333;925;1928;2;12;412;1
14;1.333333333;11;24;3.349480969;73;968;5.020761246;87;1451;1.321799308;10;382;18;1.76;10;44;0.611111111;1;11;10.04;55;251;0.388888889;1;7;5.76;125;144;1.48;29;37;0.823529412;5;238;139.5555556;505;2512;1.595155709;13;461;1
7;0.214285714;1;3;3.333333333;23;320;4.59375;42;441;1.541666667;4;148;14;1.466666667;6;22;0.214285714;1;3;6.4;24;96;0.785714286;1;11;0;0;0;0;0;0;0.958333333;4;92;60.42857143;196;846;1.729166667;12;166;1
1;0;0;0;1.142857143;15;32;2.5;35;70;0.75;7;21;7;1;5;7;0.714285714;1;5;4;6;28;0.285714286;1;2;0;0;0;0;0;0;0.714285714;5;20;23.85714286;83;167;0.964285714;11;27;1
3;0;0;0;1.862068966;17;54;3.379310345;22;98;1.103448276;3;32;5;0.8;2;4;0.2;1;1;5.8;10;29;0.8;1;4;0.2;1;1;0;0;0;0.931034483;3;27;44.4;77;222;1.24137931;6;36;0
0;0;0;0;3.444444444;12;31;7.666666667;13;69;1.666666667;3;15;2;0;0;0;0;0;0;1;2;2;1;1;2;3;5;6;3.5;4;7;1.222222222;3;11;52.5;61;105;2.666666667;5;24;0
4;0;0;0;4.033149171;40;730;6.922651934;54;1253;1.546961326;5;280;16;3;10;48;0;0;0;9.6875;23;155;1;1;16;1.4375;6;23;1.625;20;26;0.61878453;5;112;113.625;349;1818;2.944751381;18;533;1
1;0;0;0;5.244444444;27;472;10.58888889;50;953;1.877777778;7;169;15;1.055555556;6;19;0.066666667;1;1;4.611111111;14;83;0.933333333;1;14;1.277777778;7;23;0.388888889;5;7;1.411111111;5;127;89.73333333;182;1346;3.444444444;18;310;1
6;0.333333333;4;4;4.395604396;25;400;8.56043956;44;779;2.010989011;8;183;12;0.538461538;2;7;0.333333333;1;4;3.461538462;14;45;0.666666667;1;8;2;10;26;3.538461538;28;46;0.923076923;6;84;82.5;411;990;2.582417582;12;235;1
1;0.25;1;1;1.714285714;23;36;3.857142857;33;81;1;4;21;4;1;3;4;0.5;1;2;5;12;20;0.5;1;2;1;4;4;0.25;1;1;1.095238095;4;23;38;107;152;1;8;21;0
1;0.25;2;2;2.913461538;19;303;5.855769231;69;609;1.634615385;7;170;8;1.0625;7;17;0.375;1;3;6.1875;38;99;0.625;1;5;0.75;12;12;0.3125;4;5;0.846153846;4;88;110.5;305;884;2.115384615;23;220;1
4;0.2;1;3;2.891719745;28;454;4.292993631;47;674;1.318471338;4;207;15;0.941176471;4;16;0.266666667;1;4;9.235294118;29;157;0.733333333;1;11;0.176470588;1;3;0;0;0;1.191082803;5;187;77.2;286;1158;1.707006369;12;268;1
10;0.157894737;2;3;2.206451613;22;342;5.277419355;57;818;1.458064516;5;226;19;2.090909091;8;46;0.052631579;1;1;5.727272727;18;126;0.947368421;1;18;1.227272727;7;27;1.318181818;9;29;1.367741935;5;212;74.78947368;252;1421;2.232258065;23;346;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;9;9;9;0;0;0;0;0;0;0;0;0;2.222222222;3;20;16;16;16;0;0;0;0
1;0.25;1;2;2.029411765;7;138;10;47;680;2.147058824;5;146;8;4.625;10;37;0;0;0;8.5;16;68;1;1;8;0.25;1;2;0;0;0;0.985294118;5;67;115.375;209;923;3.691176471;17;251;0
9;0.411764706;3;7;3.042105263;28;578;5.342105263;44;1015;1.642105263;6;312;17;2;7;44;0;0;0;8.272727273;22;182;1;1;17;0.318181818;3;7;0.272727273;6;6;1.073684211;4;204;94.58823529;320;1608;1.989473684;18;378;1
0;0.315789474;2;12;3.33015873;26;1049;5.961904762;43;1878;1.482539683;7;467;38;1.528301887;14;81;0.078947368;1;3;5.132075472;32;272;0.921052632;1;35;1.150943396;21;61;0.773584906;8;41;0.923809524;5;291;83.26315789;485;3164;2.073015873;11;653;0
0;0;0;0;2;8;26;3.230769231;12;42;1.153846154;2;15;3;0.666666667;1;2;0;0;0;4;6;12;1;1;3;0;0;0;0.333333333;1;1;0.769230769;2;10;29.66666667;40;89;1.307692308;4;17;0
0;0.666666667;3;8;3.337078652;28;297;6.876404494;55;612;1.348314607;4;120;12;1.75;11;21;0.25;1;3;7.083333333;39;85;0.75;1;9;1;9;12;0.333333333;3;4;0.741573034;4;66;73.08333333;337;877;1.943820225;9;173;0
0;0;0;0;0;0;0;0.086092715;2;26;0.129139073;1;39;63;0.047619048;1;3;0.714285714;1;45;4.793650794;42;302;0.285714286;1;18;0.26984127;7;17;0;0;0;0.400662252;4;121;9.238095238;56;582;0.129139073;1;39;0
