pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;1.017456359;16;408;2.174563591;44;872;0.793017456;4;318;50;3.56;31;178;0;0;0;4.34;83;217;1;1;50;4.86;221;243;3.68;103;184;2.08478803;11;836;45.94;923;2297;1.042394015;16;418;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0;0;0;0;0;0;0;0;0;29;9.206896552;23;267;0;0;0;0;0;0;1;1;29;17.48275862;479;507;10.20689655;296;296;2.256756757;12;668;40.03448276;782;1161;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;0;0;0;0.361983471;3;219;0.72231405;13;437;0.26446281;3;160;66;7.439393939;20;491;0;0;0;0.136363636;8;9;1;1;66;16.95454545;1049;1119;9.03030303;596;596;2.917355372;12;1765;45.60606061;2166;3010;0.533884298;10;323;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.915254237;26;231;14.27118644;164;842;1.93220339;10;114;8;6.25;12;50;0;0;0;7.375;15;59;1;1;8;2.125;17;17;0;0;0;1.593220339;7;94;134.25;490;1074;4.372881356;31;258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1;5;15;4.876712329;40;1068;10.99543379;70;2408;1.780821918;8;390;15;6.466666667;24;97;0.066666667;1;1;13.93333333;62;209;0.933333333;1;14;12.8;180;192;0.666666667;6;10;1.114155251;8;244;215.5333333;913;3233;3.611872146;28;791;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;1.042780749;16;195;3.021390374;62;565;1.13368984;4;212;13;3.538461538;10;46;0;0;0;13.46153846;20;175;1;1;13;0.769230769;3;10;0.923076923;2;12;0.540106952;4;101;83.61538462;228;1087;1.50802139;14;282;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.166666667;1;1;5.516129032;29;513;11.92473118;76;1109;1.978494624;6;184;6;2.5;4;15;0;0;0;6.833333333;8;41;1;1;6;1.333333333;8;8;8.666666667;27;52;0.559139785;2;52;228;689;1368;4.010752688;23;373;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;0.074380165;2;18;3.54417494;68;28201;7.564408697;196;60190;1.459218298;10;11611;242;4.107438017;62;994;0.004132231;1;1;31.69008264;216;7669;0.995867769;1;241;1.32231405;25;320;1.165289256;20;282;0.887143396;7;7059;328.4049587;2065;79474;2.922583888;75;23255;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;0.133333333;1;4;0.466666667;3;14;0.166666667;1;5;8;0;0;0;0.875;1;7;3.125;12;25;0.125;1;1;1;3;8;0.625;5;5;1.066666667;3;32;14.625;63;117;0.3;2;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.052631579;13;58;7.157894737;29;136;1.684210526;5;32;3;1;3;3;0;0;0;3.666666667;5;11;1;1;3;3.666666667;6;11;2.666666667;6;8;0.421052632;3;8;72.33333333;132;217;2.736842105;15;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.45;15;207;5.55;27;333;1.45;5;87;10;2.3;5;23;0;0;0;6;10;60;1;1;10;1;9;10;0;0;0;0.866666667;4;52;55.6;121;556;2.15;9;129;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.153846154;2;2;4.406779661;23;260;7.457627119;37;440;1.627118644;6;96;13;0.846153846;5;11;0;0;0;4.076923077;12;53;1;1;13;0.538461538;2;7;0.461538462;1;6;0.474576271;2;28;51.76923077;137;673;2.644067797;9;156;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;4.358974359;42;510;8.290598291;50;970;1.777777778;5;208;17;2.777777778;9;50;0.117647059;1;2;6.166666667;16;111;0.882352941;1;15;0.944444444;8;17;0.333333333;6;6;0.888888889;4;104;84.70588235;247;1440;2.700854701;13;316;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.697916667;24;355;6.6875;48;642;1.53125;5;147;13;2.714285714;9;38;0.076923077;1;1;6.5;13;91;0.923076923;1;12;0.071428571;1;1;0.357142857;4;5;0.90625;5;87;74.76923077;171;972;2.510416667;11;241;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4.038461538;29;315;8.256410256;30;644;1.807692308;4;141;11;1.545454545;6;17;0;0;0;2.727272727;7;30;1;1;11;1.454545455;9;16;4.363636364;21;48;1.512820513;7;118;87.54545455;259;963;2.858974359;10;223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2;3;4;3.666666667;16;66;12.44444444;43;224;1.833333333;4;33;2;3.5;5;7;0;0;0;8.5;10;17;1;1;2;2;4;4;0.5;1;1;1.222222222;3;22;148.5;185;297;2.777777778;7;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2;2;2;7.692307692;28;300;18.30769231;78;714;2.307692308;5;90;1;10.5;20;21;0;0;0;14.5;26;29;1;1;1;19.5;38;39;4.5;9;9;0.923076923;3;36;865;865;865;6.025641026;24;235;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.25;2;2;3.345679012;18;271;5.839506173;29;473;1.49382716;4;121;8;2.375;8;19;0;0;0;7.875;22;63;1;1;8;1.375;2;11;2.25;9;18;1.135802469;5;92;105.75;255;846;2.086419753;8;169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.5;3;3;6.095238095;27;128;9.523809524;43;200;1.80952381;4;38;2;4.5;7;9;0;0;0;10.5;11;21;1;1;2;2;4;4;0;0;0;0.619047619;4;13;155;206;310;2.714285714;10;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0;0;0;2.722222222;26;49;5.388888889;40;97;1.222222222;3;22;2;5.5;7;11;0;0;0;8.5;12;17;1;1;2;4.5;9;9;0.5;1;1;0.666666667;2;12;87;118;174;1.944444444;9;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0;0;0;4.490196078;28;229;5.823529412;27;297;1.490196078;4;76;6;2.5;8;15;0.166666667;1;1;7.333333333;27;44;0.833333333;1;5;2.166666667;11;13;1.166666667;5;7;0.921568627;3;47;76.5;311;459;2.019607843;5;103;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;0;0;0;6.452830189;34;342;9.622641509;57;510;1.773584906;6;94;3;4.75;12;19;0;0;0;11.5;34;46;1;1;3;0.75;2;3;1.75;6;7;1.188679245;5;63;222.6666667;480;668;3.113207547;19;165;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;0.423076923;5;11;2.329923274;87;911;4.337595908;107;1696;1.122762148;7;439;26;2.233333333;15;67;0.346153846;1;9;12.46666667;39;374;0.653846154;1;17;0.766666667;9;23;0.566666667;16;17;0.782608696;4;306;101.8076923;462;2647;1.818414322;38;711;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.4;2;6;2.514423077;33;523;4.735576923;59;985;1.057692308;5;220;15;7.777777778;56;140;0.333333333;1;5;10.72222222;30;193;0.666666667;1;10;1.944444444;14;35;0.833333333;5;15;1.057692308;7;220;112.2;280;1683;1.413461538;9;294;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;3;4;1.769230769;14;46;6.346153846;43;165;1.538461538;6;40;4;1.666666667;5;10;0.5;1;2;3;9;18;0.5;1;2;0.5;3;3;1.333333333;8;8;1.307692308;4;34;65.25;158;261;2.461538462;13;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1.291666667;8;31;2.446952596;32;1084;4.652370203;64;2061;1.237020316;5;548;24;4;24;104;0.166666667;1;4;16;54;416;0.833333333;1;20;1.384615385;8;36;1.038461538;25;27;0.979683973;6;434;134.375;588;3225;1.634311512;17;724;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.181818182;1;2;2.790322581;17;346;6.10483871;70;757;1.596774194;7;198;11;0.727272727;3;8;0;0;0;5.090909091;20;56;1;1;11;1.727272727;10;19;6.181818182;36;68;0.967741935;4;120;100.4545455;349;1105;2.225806452;28;276;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0.148648649;4;11;2.067307692;35;1720;4.778846154;84;3976;1.181490385;6;983;74;2.104761905;37;221;0.5;1;37;7.79047619;116;818;0.5;1;37;0.361904762;12;38;0.133333333;5;14;0.907451923;7;755;82.74324324;1894;6123;2.021634615;27;1682;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.578947368;4;11;2.8;25;546;6.030769231;72;1176;1.38974359;6;271;19;3.44;23;86;0.473684211;1;9;7.72;48;193;0.526315789;1;10;0.6;5;15;0.08;1;2;0.953846154;8;186;95.78947368;728;1820;2.179487179;20;425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.523809524;13;106;4.452380952;20;187;1.5;6;63;3;1.428571429;5;10;0.666666667;1;2;6;22;42;0.333333333;1;1;0.142857143;1;1;0;0;0;1.357142857;4;57;104.6666667;300;314;1.904761905;9;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.333333333;1;1;1.806451613;11;56;3.806451613;24;118;1.129032258;3;35;3;1.25;3;5;0.666666667;1;2;7.75;14;31;0.333333333;1;1;0;0;0;0;0;0;0.870967742;2;27;74.33333333;208;223;1.580645161;6;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.344827586;17;97;5.379310345;20;156;1.310344828;3;38;4;2;9;10;0.75;1;3;5.8;14;29;0.25;1;1;0.2;1;1;0;0;0;1.24137931;3;36;65.75;238;263;2;6;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;2.172413793;21;126;4.327586207;37;251;1.275862069;4;74;8;1.9;8;19;0.375;1;3;5.8;16;58;0.625;1;5;0.2;2;2;0;0;0;0.672413793;4;39;55.5;205;444;1.793103448;8;104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.317460317;48;418;6.404761905;84;807;1.428571429;5;180;24;2.166666667;8;52;0.333333333;1;8;5.25;17;126;0.666666667;1;16;0.666666667;8;16;0;0;0;1.166666667;5;147;51.79166667;297;1243;2.531746032;22;319;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0.772727273;4;17;2.765765766;31;614;5.684684685;60;1262;1.328828829;5;295;22;2.206896552;13;64;0.409090909;1;9;7.551724138;27;219;0.590909091;1;13;0.275862069;4;8;0.103448276;2;3;1.054054054;6;234;91.04545455;437;2003;2.175675676;15;483;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;0.571428571;4;4;1.568181818;30;69;6.272727273;157;276;1.409090909;6;62;7;1.375;4;11;0.285714286;1;2;4.125;13;33;0.714285714;1;5;1.375;9;11;1.375;6;11;0.840909091;4;37;60.14285714;256;421;1.5;5;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.535714286;5;30;2.102649007;29;1270;4.642384106;72;2804;1.354304636;6;818;56;1.583333333;9;95;0.410714286;1;23;10.01666667;72;601;0.589285714;1;33;0.383333333;8;23;0.033333333;2;2;0.988410596;4;597;78.60714286;695;4402;1.869205298;23;1129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;2;3;2.474576271;34;146;5.644067797;74;333;1.542372881;4;91;3;2.285714286;10;16;0;0;0;8;25;56;1;1;3;0.714285714;4;5;0.428571429;3;3;0.576271186;4;34;171.6666667;242;515;2.440677966;24;144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.333333333;2;3;2.023255814;16;348;3.645348837;24;627;1.01744186;3;175;9;5.2;25;52;0.444444444;1;4;17;49;170;0.555555556;1;5;0.4;3;4;0.1;1;1;0.63372093;4;109;120;573;1080;1.459302326;7;251;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0;0;0;0.252279635;12;83;0.659574468;28;217;0.164133739;3;54;81;0.049382716;2;4;0.938271605;1;76;4.024691358;43;326;0.061728395;1;5;2.012345679;84;163;0.037037037;2;3;0.838905775;4;276;14.12345679;228;1144;0.237082067;9;78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1.022222222;10;46;4.829516539;36;1898;7.997455471;64;3143;1.651399491;7;649;45;2.20754717;19;117;0;0;0;7.188679245;26;381;1;1;45;0.962264151;6;51;0.113207547;2;6;0.944020356;4;371;106.4;419;4788;2.402035623;13;944;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1.5;6;57;3.943277311;34;1877;6.718487395;50;3198;1.403361345;5;668;38;4.130434783;17;190;0.131578947;1;5;10.17391304;37;468;0.868421053;1;33;1.195652174;8;55;0.043478261;1;2;0.741596639;6;353;131.8947368;517;5012;1.932773109;11;920;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.428571429;3;6;3.752293578;42;409;7.110091743;66;775;1.660550459;5;181;14;1.05;4;21;0.428571429;1;6;5.3;20;106;0.571428571;1;8;1.6;8;32;0.15;2;3;0.981651376;4;107;90.42857143;377;1266;2.440366972;17;266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1.25;5;5;3.275;9;131;4.65;21;186;1.275;3;51;4;1.5;3;6;0.25;1;1;3.5;6;14;0.75;1;3;1.5;6;6;6.5;26;26;1.35;2;54;78;204;312;1.725;6;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;0.79787234;12;150;4.179521876;249;9266;7.377537212;219;16356;1.565178169;9;3470;188;2.968325792;63;656;0.069148936;1;13;9.746606335;133;2154;0.930851064;1;175;2.846153846;139;629;0.235294118;20;52;0.857013983;8;1900;127.7393617;1667;24015;2.407758232;32;5338;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;1.380952381;9;145;5.036931818;73;5319;8.508522727;112;8985;1.547348485;9;1634;105;3.796747967;20;467;0.019047619;1;2;8.398373984;52;1033;0.980952381;1;103;1.284552846;15;158;0.089430894;4;11;0.846590909;9;894;128.2380952;553;13465;2.110795455;15;2229;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4;7;16;11.75;25;47;2.25;3;9;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;4;4;0.5;1;2;63;63;63;4;7;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.533333333;6;16;3.436482085;69;1055;6.508143322;98;1998;1.456026059;6;447;30;3.083333333;15;111;0.033333333;1;1;7.944444444;43;286;0.966666667;1;29;0.555555556;8;20;0.527777778;6;19;1.123778502;9;345;100.8;470;3024;2.286644951;20;702;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;2.181818182;25;144;5.242424242;41;346;1.409090909;5;93;15;0.933333333;8;14;0;0;0;4.333333333;11;65;1;1;15;0.333333333;2;5;0.066666667;1;1;1;4;66;41.93333333;111;629;2.272727273;13;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;0.142857143;3;7;3.012474012;55;1449;6.130977131;123;2949;1.422037422;7;684;49;3.036363636;13;167;0.102040816;1;5;8.618181818;36;474;0.897959184;1;44;3.272727273;19;180;0.127272727;5;7;0.725571726;8;349;95.87755102;571;4698;2.203742204;27;1060;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
