pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.175;3;7;3.224691358;60;1306;6.385185185;133;2586;1.434567901;7;581;40;2.8;13;126;0.125;1;5;8.955555556;36;403;0.875;1;35;3.244444444;20;146;0.044444444;2;2;0.698765432;4;283;100.25;610;4010;2.2;31;891;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.25;1;1;2.458333333;18;59;6.25;48;150;1.458333333;3;35;4;0.5;1;2;0.25;1;1;5.75;9;23;0.75;1;3;0;0;0;0.25;1;1;1;3;24;55.75;132;223;2.333333333;14;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0.35;3;14;2.213114754;32;810;3.920765027;34;1435;1.237704918;4;453;40;1.785714286;28;100;0.225;1;9;6.357142857;32;356;0.775;1;31;0.339285714;4;19;0.142857143;2;8;0.655737705;4;240;65.775;492;2631;1.62568306;10;595;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;3;3;2.019230769;10;105;2.942307692;33;153;1.288461538;4;67;1;3.5;4;7;0;0;0;26;36;52;1;1;1;0.5;1;1;0;0;0;0.942307692;3;49;288;288;288;1.307692308;7;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0.586206897;11;17;5.218130312;37;1842;8.322946176;61;2938;1.512747875;5;534;29;3.620689655;13;105;0.068965517;1;2;12;40;348;0.931034483;1;27;2.517241379;9;73;0.103448276;2;3;0.824362606;5;291;145.3103448;564;4214;2.303116147;13;813;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.4;1;2;5.558823529;33;189;9.411764706;58;320;1.647058824;4;56;5;1.6;4;8;0;0;0;5.4;10;27;1;1;5;1;3;5;1.4;4;7;0.735294118;3;25;93.6;264;468;2.558823529;14;87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4;21;72;9.888888889;60;178;1.833333333;6;33;5;0;0;0;0;0;0;2.6;6;13;1;1;5;1.6;5;8;1;5;5;1.055555556;2;19;53.4;115;267;3.444444444;14;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0.086206897;2;25;0.127586207;1;37;62;0.048387097;1;3;0.725806452;1;45;4.677419355;41;290;0.274193548;1;17;0.274193548;7;17;0;0;0;0.403448276;4;117;9.064516129;55;562;0.127586207;1;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.027777778;1;1;0.277777778;3;10;0.166666667;1;6;7;0.166666667;1;2;0.714285714;1;5;3;7;36;0.285714286;1;2;0;0;0;0;0;0;0.583333333;2;21;14;39;98;0.166666667;1;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;1;20;1.45;4;29;0;0;0;0;0;0;0;0;0;0.034482759;1;1;5.8;11;116;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0.012345679;1;1;0.049382716;1;4;18;0;0;0;0.888888889;1;16;4.5;27;81;0.111111111;1;2;0.444444444;5;8;0;0;0;0.641975309;3;52;9.722222222;35;175;0.049382716;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;6;6;2.833333333;17;17;1;3;6;3;0;0;0;0.333333333;1;1;1.666666667;2;5;0.666666667;1;2;0.333333333;1;1;0.333333333;1;1;0.333333333;1;2;12;26;36;1.5;6;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;1.1875;18;19;0.125;1;2;6;0;0;0;0.833333333;1;5;2.666666667;5;16;0.166666667;1;1;0.5;3;3;0;0;0;0.5;2;8;7.5;11;45;0.125;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0;0;0;3.72972973;42;2484;6.536036036;64;4353;1.492492492;6;994;46;2.604166667;44;125;0;0;0;12.45833333;87;598;1;1;46;1.4375;12;69;1.416666667;13;68;0.896396396;8;597;140.6304348;790;6469;2.321321321;25;1546;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.43697479;29;290;3.773109244;29;449;1.176470588;4;140;11;2.625;7;42;0;0;0;7.375;14;118;1;1;11;0.5625;3;9;0.0625;1;1;0.630252101;6;75;78.18181818;200;860;1.428571429;9;170;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;1.76744186;22;152;3.5;54;301;1.104651163;4;95;21;0.761904762;3;16;0;0;0;3.19047619;22;67;1;1;21;1.761904762;21;37;0.904761905;3;19;1.220930233;3;105;35.66666667;151;749;1.558139535;17;134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1.5;19;111;3.824324324;40;283;1.283783784;6;95;19;0.368421053;3;7;0;0;0;3.105263158;14;59;1;1;19;9.842105263;101;187;0.789473684;4;15;0.513513514;2;38;38.15789474;192;725;1.837837838;15;136;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.760683761;58;323;4.581196581;69;536;1.11965812;4;131;18;1.15;14;23;0;0;0;5.45;35;109;1;1;18;2;24;40;0.4;6;8;0.598290598;3;70;56.72222222;442;1021;2.008547009;22;235;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;7.052132701;78;1488;10.19905213;232;2152;1.402843602;6;296;8;1.625;4;13;0;0;0;23;147;184;1;1;8;31.25;103;250;3.375;16;27;0.995260664;4;210;364.75;2268;2918;3.042654028;83;642;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.037037037;1;1;0.14507772;11;28;0.367875648;18;71;0.160621762;5;31;27;0;0;0;0.962962963;1;26;6.518518519;32;176;0.037037037;1;1;0.296296296;3;8;0.62962963;17;17;0.937823834;13;181;16.07407407;137;434;0.165803109;6;32;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0.071428571;1;2;0.107142857;1;3;7;0;0;0;0.857142857;1;6;3.714285714;8;26;0.142857143;1;1;0;0;0;0.285714286;2;2;1.321428571;6;37;10.85714286;16;76;0.107142857;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0;0;0;3;30;186;7.306451613;69;453;1.580645161;6;98;4;4;8;32;0.25;1;1;6.75;19;54;0.75;1;3;1.125;8;9;1;8;8;1.241935484;5;77;171.25;277;685;2.903225806;23;180;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;0.777777778;1;7;3.895196507;30;892;6.589519651;54;1509;1.84279476;7;422;9;2;5;20;0;0;0;22.7;67;227;1;1;9;4.3;8;43;0.2;1;2;1.502183406;13;344;252.7777778;608;2275;2.589519651;18;593;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.666666667;3;4;4.195121951;30;516;9.325203252;77;1147;1.983739837;10;244;6;2.384615385;7;31;0;0;0;8.846153846;44;115;1;1;6;2.076923077;10;27;0.615384615;5;8;1.707317073;9;210;264;788;1584;3.178861789;23;391;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;0.148148148;1;4;3.785357737;40;2275;5.414309484;94;3254;1.662229617;7;999;27;2.472222222;23;89;0.037037037;1;1;16.58333333;122;597;0.962962963;1;26;0.333333333;5;12;0.111111111;1;4;0.514143095;7;309;186.1851852;1261;5027;2.134775374;27;1283;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.333333333;4;4;4.15;41;332;7.5375;55;603;1.725;6;138;3;7.666666667;17;23;0;0;0;26.33333333;63;79;1;1;3;2;4;6;0.333333333;1;1;0.8;6;64;288;775;864;2.25;12;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0;0;0;4.582446809;115;1723;7.449468085;213;2801;1.654255319;5;622;11;5.153846154;17;67;0.090909091;1;1;28.84615385;151;375;0.909090909;1;10;0.692307692;3;9;0.076923077;1;1;0.992021277;7;373;362.6363636;1889;3989;2.699468085;57;1015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0;0;0;2.241935484;42;834;3.943548387;153;1467;1.120967742;5;417;76;0.776315789;5;59;0;0;0;4.802631579;38;365;1;1;76;0.802631579;37;61;0.092105263;4;7;1.403225806;6;522;36.42105263;354;2768;1.790322581;33;666;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.354166667;40;161;9.895833333;97;475;1.625;4;78;7;2.857142857;7;20;0;0;0;5.142857143;12;36;1;1;7;1.142857143;4;8;1.714285714;8;12;1.291666667;7;62;97.28571429;224;681;2.395833333;10;115;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0;0;0;1.187192118;28;241;2.315270936;65;470;0.679802956;6;138;22;1.04;11;26;0.818181818;1;18;7.76;28;194;0.181818182;1;4;1.44;16;36;0.36;9;9;0.802955665;4;163;43.68181818;379;961;0.945812808;19;192;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.178571429;5;5;0.46031746;6;58;0.682539683;9;86;0.277777778;3;35;28;0.035714286;1;1;0.928571429;1;26;4.5;18;126;0.071428571;1;2;0.285714286;6;8;0;0;0;0.325396825;4;41;13.46428571;124;377;0.246031746;3;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;0.666666667;5;10;3.958466454;41;1239;6.776357827;61;2121;1.853035144;7;580;15;3.653846154;13;95;0;0;0;11.96153846;64;311;1;1;15;0.730769231;6;19;0.076923077;1;2;0.769968051;4;241;211.1333333;884;3167;2.277955272;14;713;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.022222222;1;1;2.199546485;37;970;5.192743764;44;2290;1.260770975;5;556;45;1.796296296;17;97;0.333333333;1;15;7.851851852;74;424;0.666666667;1;30;0.148148148;2;8;0.314814815;7;17;1.088435374;5;480;74.44444444;665;3350;2.140589569;17;944;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.08;6;52;4.64;12;116;1.52;3;38;4;1;3;4;0.25;1;1;3;8;12;0.75;1;3;12.25;43;49;3.25;8;13;0.88;3;22;69.5;110;278;2.08;6;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.111111111;10;10;4.467532468;94;344;8.467532468;126;652;1.415584416;4;109;9;3.111111111;9;28;0;0;0;8.111111111;27;73;1;1;9;2.666666667;9;24;0.444444444;4;4;0.688311688;3;53;104.7777778;301;943;2.168831169;22;167;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.222222222;4;4;3.214285714;21;225;6.028571429;37;422;1.185714286;3;83;18;1.473684211;11;28;0.055555556;1;1;3.684210526;11;70;0.944444444;1;17;2.947368421;15;56;0;0;0;0.7;3;49;42.11111111;129;758;2.214285714;14;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;2.257575758;21;149;6.658743633;128;3922;10.76400679;245;6340;1.755517827;7;1034;66;4.524390244;82;371;0.045454545;1;3;6.5;21;533;0.954545455;1;63;2.280487805;87;187;0.585365854;12;48;1.062818336;8;626;143.5606061;663;9475;2.385398981;28;1405;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1.425;5;57;5.4;36;1188;10.03636364;71;2208;2.127272727;7;468;40;0.409090909;5;18;0;0;0;4.795454545;22;211;1;1;40;0.090909091;3;4;0.181818182;4;8;0.736363636;4;162;86.475;360;3459;2.595454545;24;571;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.9;7;9;2.74025974;33;211;4.987012987;56;384;1.506493506;7;116;10;1.909090909;5;21;0;0;0;7;12;77;1;1;10;0.545454545;5;6;0;0;0;1.350649351;4;104;74.9;125;749;1.727272727;8;133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.130434783;2;3;1.279220779;14;197;3.071428571;25;473;1.285714286;6;198;23;1.173913043;5;27;0;0;0;6.695652174;12;154;1;1;23;0.130434783;1;3;0;0;0;1.032467532;3;159;48.82608696;106;1123;1.675324675;11;258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2.105263158;8;40;6.529411765;71;1443;9.687782805;96;2141;1.963800905;8;434;19;3.714285714;18;78;0;0;0;10.04761905;56;211;1;1;19;1.476190476;16;31;0.238095238;4;5;1.004524887;8;222;166.3684211;715;3161;2.570135747;21;568;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1.166666667;4;14;7.713043478;103;887;13.3826087;168;1539;2.12173913;7;244;12;2.0625;13;33;0;0;0;7.0625;20;113;1;1;12;0.375;4;6;0.0625;1;1;1.330434783;8;153;178.5;533;2142;3.495652174;49;402;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2.954545455;9;65;7.274038462;72;1513;11.47115385;127;2386;1.913461538;10;398;22;5.076923077;13;132;0;0;0;7.884615385;21;205;1;1;22;0.576923077;5;15;0.115384615;3;3;1.009615385;5;210;162.9545455;448;3585;2.336538462;17;486;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;1.888888889;6;17;3.111111111;8;28;1;2;9;2;1;2;2;0.5;1;1;4.5;7;9;0.5;1;1;0;0;0;0;0;0;0.777777778;2;7;30;54;60;1.333333333;3;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.578947368;29;136;7.447368421;59;283;1.684210526;6;64;6;2.428571429;13;17;0.166666667;1;1;4.857142857;10;34;0.833333333;1;5;0.285714286;2;2;0.571428571;3;4;1.289473684;6;49;77.83333333;217;467;2.526315789;11;96;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0.833333333;10;30;4.959064327;81;1696;7.192982456;97;2460;1.502923977;6;514;36;2.625;19;105;0.027777778;1;1;7.6;40;304;0.972222222;1;35;2.275;25;91;0.9;13;36;0.780701754;9;267;108.1944444;515;3895;2.461988304;24;842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.7;4;7;6.770114943;40;589;10.57471264;55;920;1.528735632;4;133;10;4;20;52;0;0;0;6.615384615;24;86;1;1;10;0.846153846;4;11;0.076923077;1;1;0.873563218;5;76;140.6;457;1406;3.034482759;17;264;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.416666667;2;5;3.220472441;22;409;6.905511811;57;877;1.488188976;4;189;12;4.461538462;13;58;0;0;0;8.384615385;22;109;1;1;12;1.153846154;5;15;1.384615385;9;18;1.362204724;6;173;115.5833333;251;1387;2.488188976;23;316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.212121212;1;7;0.272727273;1;9;0.242424242;1;8;10;0;0;0;0.9;1;9;2.6;8;26;0.1;1;1;2.3;12;23;0.7;7;7;1.272727273;9;42;15.2;44;152;0.242424242;1;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0.407407407;4;11;2.449275362;87;1014;4.456521739;110;1845;1.125603865;7;466;27;2.193548387;16;68;0.333333333;1;9;12.64516129;40;392;0.666666667;1;18;0.967741935;13;30;0.612903226;16;19;0.760869565;4;315;106.1481481;527;2866;1.893719807;38;784;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
